,id,format,victory_status,book_moves,opening_name,winner,turns,white_id,white_rating,black_id,black_rating
318,vc2eo2Sh,Rapid,resign,4,Caro-Kann Defense,white,51,spendius,1861,bwalmer,1863
319,WgPBuJD6,Rapid,draw,3,French Defense: Knight Variation,draw,48,tfeng,1618,wahana81,1609
320,WtFUCKgj,Rapid,resign,1,Van't Kruijs Opening,black,20,wahana81,1620,tfeng,1607
321,EQDn1BA7,Rapid,mate,5,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,black,50,tfeng,1621,ilkayus,1496
322,AbDhfpnX,Rapid,resign,5,Philidor Defense #3,black,98,tfeng,1633,thesmallbang,1581
323,Ger5Zno3,Rapid,mate,6,Ruy Lopez: Cozio Defense,black,106,thesmallbang,1623,tfeng,1623
324,JHH8PcNq,Rapid,resign,5,Italian Game,white,19,tfeng,1612,mikeu,1614
325,8Ie5Oesp,Rapid,resign,8,Italian Game: Giuoco Pianissimo |  Normal,white,22,famiss11,1605,tfeng,1624
326,HN5jnzyI,Rapid,draw,4,Indian Game: West Indian Defense,draw,114,bishopkerry01,1693,tfeng,1621
327,GRAng26s,Rapid,resign,4,Sicilian Defense,black,69,tfeng,1631,bishopkerry01,1684
328,TaaLCuw6,Rapid,mate,8,Italian Game: Classical Variation |  Closed Variation,black,34,vineetg101,1636,tfeng,1619
329,R2JFua6L,Rapid,mate,8,Italian Game: Two Knights Defense |  Traxler Counterattack,black,40,tfeng,1613,kei0075,1617
330,LcPvndOa,Rapid,resign,6,Italian Game: Hungarian Defense,black,108,tfeng,1627,facurezzo,1495
331,oWSctoZp,Rapid,resign,3,Bishop's Opening,white,27,facurezzo,1480,tfeng,1643
332,m793jf7F,Rapid,resign,5,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,white,63,tfeng,1631,wahidmahmom90,1652
333,UaulsArt,Rapid,resign,5,Ponziani Opening,white,31,toniors,1687,tfeng,1641
334,EL3LK94E,Rapid,resign,6,Italian Game: Anti-Fried Liver Defense,white,71,tfeng,1630,marcel55,1638
335,PcXdgcJJ,Rapid,mate,6,Ruy Lopez: Cozio Defense,black,92,locomotora,1414,tfeng,1624
336,XGG3VNC9,Rapid,mate,7,Italian Game: Two Knights Defense |  Knight Attack,white,47,tfeng,1619,locomotora,1419
337,n1hgevhj,Rapid,resign,5,Petrov's Defense #2,black,56,tfeng,1629,ewama,1659
338,q5P7mAB4,Rapid,resign,3,Bishop's Opening,white,48,ewama,1649,tfeng,1639
339,sl4N6t22,Rapid,resign,1,Polish Opening,black,124,marcospe1964,1677,tfeng,1627
340,DhoFXYNH,Rapid,mate,8,Scotch Game: Classical Variation,white,49,fox22634,1705,tfeng,1636
341,q6FmC8Id,Rapid,resign,13,Sicilian Defense: Najdorf Variation,black,64,tfeng,1647,traverru,1635
342,2CvZyh4h,Rapid,resign,7,Italian Game: Classical Variation #2,white,29,tfeng,1637,tmanu,1627
343,Psin3ost,Rapid,resign,5,Italian Game,white,45,tfeng,1626,mstelles,1631
344,AaSSYIy6,Rapid,resign,6,King's Gambit Accepted |  Fischer Defense,black,96,micmeta,1602,tfeng,1615
345,0lWtXgXo,Rapid,resign,3,Bishop's Opening,black,92,shafer24,1634,tfeng,1603
346,IC0EFtA5,Rapid,mate,9,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,black,40,ironboy,1611,tfeng,1591
347,L8gPU593,Rapid,mate,19,Italian Game: Giuoco Piano |  Aitken Variation,white,123,tfeng,1579,ironboy,1623
348,0PVGpBvD,Rapid,mate,4,King's Indian Attack: Symmetrical Defense,white,129,hetismogelijk,1995,tfeng,1581
349,2icRDIZI,Rapid,mate,9,Gruenfeld Defense: Three Knights Variation |  Hungarian Attack,black,120,bomardan,1589,tfeng,1569
350,ktRhE4Ky,Rapid,draw,6,Italian Game: Anti-Fried Liver Defense,draw,71,tfeng,1570,rmorais23,1555
351,5AYA7mBv,Rapid,mate,3,French Defense: Knight Variation,white,97,tfeng,1559,eyany,1557
352,qGThbTuM,Rapid,resign,2,Indian Game,white,60,eyany,1546,tfeng,1571
353,pLR3kRgy,Rapid,resign,6,Sicilian Defense: Smith-Morra Gambit Declined |  Push Variation,white,57,dandisd,1550,tfeng,1567
354,EdKqO9z1,Blitz,resign,5,Caro-Kann Defense: Advance Variation,white,38,tfeng,1560,agusfil,1419
355,sAjNrfSm,Blitz,resign,8,Scotch Game: Haxo Gambit,white,111,yalicapkini,1840,tfeng,1564
356,BON8sFeZ,Rapid,resign,4,East Indian Defense,black,119,guber1962,1660,tfeng,1549
357,PREaBSqk,Rapid,mate,5,Philidor Defense,white,33,tfeng,1534,gardoim,1678
358,CmAh08GF,Rapid,resign,6,Blumenfeld Countergambit #2,white,32,tarekjrd,1789,tfeng,1538
359,FpZiajAh,Rapid,resign,8,Center Game: Berger Variation,black,96,rajapirka,1841,tienc12345,1921
360,uFREIMDF,Blitz,draw,2,Zukertort Opening: Queenside Fianchetto Variation,draw,92,tienc12345,1926,elham1,1737
361,4Wozw7Zh,Blitz,resign,3,Queen's Pawn Game #2,black,64,albinas,1629,tienc12345,1887
362,GIoSZf5k,Blitz,resign,7,King's Gambit Accepted |  King's Knight Gambit,black,10,valmasia3,1860,tienc12345,1712
363,9r2yzwRq,Classical,resign,4,Reti Opening: Reti Accepted,white,85,tienc12345,1500,dmitriy8888,1568
364,e4UoYNOg,Rapid,resign,10,Sicilian Defense: Najdorf Variation,black,40,joselito-carnaval,1780,arjunshenoyk,2132
365,sn4zdyQb,Rapid,resign,2,Scandinavian Defense,black,58,rustam9,966,iamasd1,1124
366,ppPlxT3Q,Rapid,outoftime,2,Nimzo-Larsen Attack: Modern Variation,black,26,halma,884,rustam9,951
367,D0idNTxu,Rapid,outoftime,3,King's Knight Opening,black,4,rustam9,945,b3nszy,1070
368,yTbYtCF6,Rapid,mate,3,King's Pawn Game: Nimzowitsch Defense,black,118,rustam9,971,bohne,1149
369,AEIBxJhK,Rapid,mate,1,Van't Kruijs Opening,white,11,cris865,1238,rustam9,985
370,mwcADhNn,Rapid,outoftime,2,English Opening: King's English Variation,draw,163,rustam9,972,granham,1247
371,ygHSZzNE,Rapid,mate,4,Nimzowitsch Defense: Mikenas Variation,white,95,bilabrin,1107,rustam9,961
372,9MESu3hH,Rapid,resign,3,Queen's Pawn Game: Chigorin Variation,black,37,rustam9,974,fiksse,1129
373,tBXOrjlO,Rapid,mate,3,Center Game #2,white,101,raza00,1203,rustam9,970
374,J5DYrnEf,Rapid,outoftime,5,French Defense: Pelikan Variation,black,80,rustam9,998,juniohispano,937
375,o5ZRUXrY,Rapid,resign,1,Van't Kruijs Opening,black,78,rustam9,1016,rainbowstream,1126
376,e5CGewyU,Rapid,outoftime,4,French Defense: Mediterranean Defense,draw,89,rustam9,1025,madmadge,1153
377,fV2cuf3p,Rapid,mate,4,Queen's Pawn Game: Chigorin Variation,black,42,rustam9,1047,brainsurgery,1151
378,baOLL2ej,Rapid,outoftime,6,Ponziani Opening: Romanishin Variation,black,8,gabriel_ml,998,rustam9,1016
379,tHHd8ejz,Rapid,outoftime,3,King's Pawn Game: Wayward Queen Attack,white,101,gus247,1127,rustam9,1044
380,E9Es660b,Rapid,outoftime,3,Queen's Pawn Game: Zukertort Variation,white,65,rustam9,1020,cromanoide,1200
381,0Hl7FLEs,Rapid,mate,4,Queen's Pawn Game: Symmetrical Variation,black,60,rustam9,1069,ck666,1071
382,6pOeX4hN,Rapid,draw,3,Queen's Pawn Game: Mason Attack,draw,71,ck666,1071,rustam9,1068
383,zALflmF8,Rapid,resign,4,Queen's Pawn Game: Chigorin Variation,black,44,rustam9,1115,davidmcdavidface,1223
384,F8euV2Zp,Rapid,resign,4,Queen's Pawn Game: Chigorin Variation,black,20,rustam9,1190,danst3rs,1213
385,VC0euQZC,Rapid,resign,3,King's Knight Opening,white,41,sergeares,1337,rustam9,1337
386,F0rtsvLh,Rapid,resign,2,Scandinavian Defense,black,40,rustam9,1500,mijndochterenik2151,1500
387,vI6soB0y,Classical,resign,7,Philidor Defense: Exchange Variation #2,white,27,olaih85,1500,wk2407,1571
388,RHqtUgcA,Rapid,resign,1,Van't Kruijs Opening,black,59,spikyturtle,1367,josepoliutla,1866
389,pCdIqYQn,Rapid,mate,2,Owen Defense,white,19,lodowy,1590,spikyturtle,1373
390,7DyaFpEQ,Rapid,mate,1,Hungarian Opening,black,50,spikyturtle,1377,vitruvio,1667
391,gDy9stbN,Rapid,resign,15,Ruy Lopez: Closed Variations |  Rosen Attack,black,34,master22ar,1558,spikyturtle,1358
392,4C9wlcMh,Blitz,mate,2,Owen Defense,white,15,rfabian,1476,spikyturtle,1367
393,J2JnXESd,Blitz,resign,1,Van't Kruijs Opening,black,52,spikyturtle,1376,rfabian,1469
394,fYXWmMQo,Blitz,mate,2,Owen Defense,white,65,rfabian,1460,spikyturtle,1386
395,0izXEQL0,Rapid,resign,5,Philidor Defense #3,white,67,spikyturtle,1372,chess133,1408
396,C7ZN9Vt6,Blitz,resign,4,Sicilian Defense: French Variation,black,31,spikyturtle,1373,zuzino,2148
398,PDmTWzdY,Blitz,mate,5,French Defense: Exchange Variation,white,125,pllm,1382,jutton1,1414
399,l33LvAGO,Rapid,resign,3,French Defense: Knight Variation,black,76,ahmedham,1320,jutton1,1400
400,VVMmBXVj,Rapid,resign,3,Torre Attack #2,white,121,jutton1,1383,ahmedham,1330
402,nrOeTNGE,Rapid,outoftime,9,French Defense: Advance Variation |  Paulsen Attack,black,116,agabek1948,1469,jutton1,1357
406,9GK7Wbwa,Rapid,draw,8,Italian Game: Giuoco Pianissimo |  Normal,draw,110,cagliostro97,1588,metaxas,1691
407,RQKVDRu3,Rapid,mate,9,Sicilian Defense: Accelerated Dragon |  Modern Variation,white,67,cagliostro97,1541,gennai,1586
408,gzD3S9qf,Classical,resign,4,Elephant Gambit,white,17,cagliostro97,1517,fora-franc,1320
409,aqIy0Ek9,Classical,mate,2,Nimzo-Larsen Attack: Classical Variation,white,39,putin55,1569,cagliostro97,1569
410,F9LhXEvk,Classical,resign,5,French Defense: Tarrasch Variation,black,94,qc-patzer,1563,cagliostro97,1498
411,scqVJjj2,Rapid,resign,8,Nimzo-Indian Defense: Ragozin Variation,white,37,robbm,1903,cagliostro97,1512
412,BoBZJpRS,Classical,mate,5,Caro-Kann Defense: Exchange Variation,white,37,andrea78,1612,energique,1450
416,XLvG0Fxw,Rapid,resign,3,Global Opening,white,51,mahdifoladi,1462,energique,1464
417,kI6eU49k,Rapid,mate,6,King's Gambit Accepted |  Bishop's Gambit |  Lopez Defense,white,79,energique,1450,transporter7506,1486
418,wbR4KA2i,Rapid,resign,5,King's Gambit Accepted |  Bishop's Gambit,white,83,energique,1439,p4i2p0e,1418
419,eTcONlGD,Blitz,resign,6,Italian Game: Two Knights Defense,black,14,adcz,1728,sreeraman,1500
420,AFrSI2mE,Rapid,resign,4,Alekhine Defense: Scandinavian Variation,white,21,gardydlshad,1547,kyanh,1563
421,Of7utwYA,Rapid,resign,2,Alekhine Defense,white,47,sergipechess,1863,kyanh,1567
422,MbJQrZqR,Rapid,resign,2,Horwitz Defense,white,38,kyanh,1559,alexharut,1423
423,57CfXLeQ,Rapid,resign,7,Modern Defense: Geller's System,black,34,kyanh,1570,almanya_online,1611
424,6jtIjE2R,Rapid,resign,6,Alekhine Defense,white,39,erhancn,1562,kyanh,1582
425,jsfpSHaf,Blitz,resign,3,Queen's Pawn Game: Mason Attack,white,43,kyanh,1576,sabir747,1386
426,CPDDgugd,Blitz,mate,3,Caro-Kann Defense: Accelerated Panov Attack,white,41,hilarious2022,1353,kyanh,1595
427,RXnpG2TZ,Rapid,resign,3,Queen's Pawn Game: Mason Attack,white,49,kyanh,1591,nasa179,1326
428,FgNBqN3z,Rapid,outoftime,4,Alekhine Defense: Scandinavian Variation,black,38,ahmadsan,1560,kyanh,1580
429,ploTbJ6s,Blitz,outoftime,4,Scandinavian Defense: Modern Variation #2,black,70,petrinja1,1727,kyanh,1574
430,hbxnJvqu,Rapid,resign,4,Indian Game: East Indian Defense,black,48,kyanh,1579,ashis_ch,1841
431,eZH6krXF,Rapid,resign,11,French Defense: Steinitz Variation #2,black,50,luckynrone,1877,kyanh,1558
432,qKXrw2ki,Rapid,resign,3,Trompowsky Attack,white,57,kyanh,1536,trippinboris,1962
433,FhfFRSoX,Rapid,outoftime,3,Queen's Pawn Game: Mason Attack,draw,148,kyanh,1529,fivetimes,1763
434,EHmTVpmX,Rapid,mate,4,Scandinavian Defense: Modern Variation #2,black,62,sadecebeyaz,1590,kyanh,1515
435,XUuJhAEP,Rapid,resign,2,Dutch Defense,white,29,samba_rei,1653,kyanh,1522
436,1CEn79ih,Rapid,mate,6,Scandinavian Defense: Panov Transfer,black,52,manikandan_25,1675,kyanh,1505
437,EHODQ73d,Rapid,mate,6,Scandinavian Defense: Panov Transfer,black,26,nandito_messi,1547,kyanh,1491
438,Wt4pO0yV,Rapid,resign,2,Englund Gambit,black,59,kyanh,1507,nightshade7,1399
439,37DIkyQP,Rapid,draw,2,Scandinavian Defense,draw,2,marianocharly,1641,kyanh,1502
440,BThm18qK,Rapid,draw,5,London System,draw,195,kyanh,1496,tossinov,1703
441,IgqWb3wU,Rapid,resign,4,Scandinavian Defense: Modern Variation #2,black,56,martinlutherking,1482,kyanh,1484
442,TAdphcbm,Rapid,resign,2,Modern Defense,black,40,kyanh,1486,timur-30,1909
443,63lPam9c,Rapid,mate,2,English Opening: Caro-Kann Defensive System,white,31,mat-chess,1919,kyanh,1488
444,I400IkFs,Rapid,resign,2,Indian Game,black,60,kyanh,1488,vikingo31,2192
445,Q9Bk2G35,Rapid,resign,3,Queen's Pawn Game: Mason Attack,white,45,kyanh,1470,avonskillstreet,1684
446,irRJlNd6,Blitz,draw,3,Dutch Defense: Fianchetto Attack,draw,63,kyanh,1465,herbertfj,1659
447,bubeMcp6,Rapid,resign,5,Queen's Pawn Game: London System,white,17,gucanni,1586,kyanh,1473
448,pxoOFfHH,Rapid,resign,6,Alekhine Defense,white,34,nickm3,1548,kyanh,1488
449,Av8udV1F,Rapid,mate,2,Indian Game,black,36,kyanh,1500,checkerssux,1501
450,RIrGfA5F,Rapid,mate,8,Alekhine Defense: Modern Variation |  Main Line,black,62,jgan91,1509,kyanh,1487
451,GlTzWj5E,Blitz,draw,2,Scandinavian Defense,draw,46,jobwoge,1356,kyanh,1491
452,lFN4Gvv1,Rapid,resign,2,Indian Game,black,34,kyanh,1495,stratus22,1771
453,cJRIpA0K,Blitz,resign,3,French Defense: Knight Variation,white,38,bud4la,1529,fischerdipper,1639
454,4u0MUqHf,Blitz,resign,6,Philidor Defense: Hanham Variation,white,107,fischerdipper,1631,bud4la,1537
455,68pMrUFp,Blitz,resign,6,Sicilian Defense #2,black,42,bud4la,1546,fischerdipper,1621
456,hz2R5AX6,Blitz,resign,5,French Defense: Pelikan Variation,white,35,puppoo1981,1568,fischerdipper,1636
457,ZbjPJQvo,Blitz,mate,5,French Defense: Schlechter Variation,black,122,george_35,1354,fischerdipper,1631
458,rbcpm9pr,Blitz,mate,7,Sicilian Defense: Chekhover Variation,white,71,fischerdipper,1626,george_35,1384
459,3fubUQ1L,Blitz,resign,6,Modern Defense: Mongredien Defense #2,black,42,fischerdipper,1639,dubac___3,1813
460,QYc8zif6,Blitz,outoftime,2,Queen's Pawn Game,black,2,fischerdipper,1646,hooponopono,1795
461,afXDSWwS,Blitz,resign,4,Slav Defense,white,11,fischerdipper,1646,underhman,939
462,kzO8xpo0,Blitz,resign,8,Pirc Defense: Classical Variation,black,54,fischerdipper,1657,koepkos,1678
463,lfKoLKHr,Blitz,resign,5,Modern Defense: Three Pawns Attack,white,58,koepkos,1667,fischerdipper,1668
464,DcNnJYPu,Blitz,resign,4,King's Gambit Declined |  Queen's Knight Defense,black,42,fischerdipper,1683,aloe78,1599
465,4ohxsOYi,Blitz,draw,2,Modern Defense,draw,116,aloe78,1596,fischerdipper,1686
466,nBIWZ8Fi,Blitz,mate,2,English Opening: Great Snake Variation,black,74,adhen,1769,fischerdipper,1659
467,IIlpa2I0,Blitz,mate,2,Horwitz Defense,black,54,fischerdipper,1668,adhen,1761
468,Fl7n8wyn,Blitz,resign,2,English Opening: Anglo-Indian Defense,white,85,adhen,1752,fischerdipper,1677
469,kATFCmb6,Blitz,resign,10,Sicilian Defense: Kan Variation |  Wing Attack,black,38,fischerdipper,1688,adhen,1743
470,8BHaVwSf,Blitz,resign,3,French Defense: Knight Variation,white,41,diazbrothers,1582,fischerdipper,1704
471,JHs2yQVf,Blitz,mate,7,Sicilian Defense: Chekhover Variation,white,121,fischerdipper,1693,ffuentes90,1666
472,WOwzREnN,Blitz,resign,3,French Defense: Knight Variation,black,30,ffuentes90,1676,fischerdipper,1680
473,vCxVnALT,Rapid,resign,3,Queen's Pawn Game #2,black,64,coco31,1142,fischerdipper,1679
474,BAKj62Jt,Rapid,mate,10,Danish Gambit Accepted |  Classical Defense,white,15,fischerdipper,1678,coco31,1148
475,IhPROx4l,Rapid,resign,1,Mieses Opening,black,40,coco31,1154,fischerdipper,1676
476,FEAnKMLP,Rapid,draw,2,Carr Defense,draw,128,fischerdipper,1686,coco31,1098
477,wwF013vq,Rapid,resign,1,Polish Opening,black,48,coco31,1102,fischerdipper,1685
478,UVCNEXse,Rapid,mate,4,French Defense: Mediterranean Defense,white,51,fischerdipper,1684,coco31,1107
479,YeWcT5XP,Blitz,resign,2,French Defense #2,black,71,golden06,1493,fischerdipper,1678
480,mOQE6k1N,Blitz,resign,3,Queen's Pawn Game: Zukertort Variation,white,60,silviumd,1525,fischerdipper,1693
481,nIQ2d4S6,Blitz,mate,2,Horwitz Defense,black,58,spinola01,1709,fischerdipper,1681
482,PRsV872Z,Blitz,resign,2,Bird Opening: Dutch Variation,black,60,fischerdipper,1692,spinola01,1699
483,TQOTfC0X,Blitz,resign,2,English Opening: Great Snake Variation,white,40,spinola01,1688,fischerdipper,1704
484,XA0DImut,Blitz,outoftime,2,English Opening: Caro-Kann Defensive System,white,29,fischerdipper,1699,karabas,1497
485,SBB7hpZn,Blitz,resign,2,English Opening: Anglo-Indian Defense,black,98,fischerdipper,1703,leviatoff,1943
486,9LBbJAy5,Blitz,resign,6,French Defense: Marshall Variation,black,71,mb1981,1694,fischerdipper,1692
487,jkBe42CV,Blitz,draw,2,English Opening: Great Snake Variation,draw,135,fischerdipper,1696,elio12,1564
488,Z9FnkzxR,Blitz,mate,5,French Defense: Exchange Variation,black,34,elio12,1572,fischerdipper,1688
489,rt1IFgnN,Blitz,mate,6,French Defense: Tarrasch Variation |  Open System,black,60,waldi65,1392,fischerdipper,1684
490,m6bOuo2a,Blitz,resign,3,English Opening: Symmetrical Variation |  Normal Variation,black,47,fischerdipper,1707,dinnei,1696
491,d79KE45O,Blitz,resign,7,Queen's Gambit Refused: Albin Countergambit |  Normal Line,white,23,dinnei,1684,fischerdipper,1720
492,VzLpYJ1R,Blitz,mate,2,English Opening: Symmetrical Variation,black,78,fischerdipper,1733,dinnei,1672
493,wLCl9YNn,Blitz,mate,6,King's Indian Defense,white,35,fischerdipper,1721,koljan,1736
494,RSsb4wYF,Blitz,resign,4,King's Indian Attack,white,53,koljan,1724,fischerdipper,1733
495,lm8AKQIn,Blitz,mate,2,English Opening: Caro-Kann Defensive System,black,120,fischerdipper,1746,koljan,1712
496,uiJ5thnm,Blitz,mate,2,English Opening: Agincourt Defense,white,41,fischerdipper,1741,funracer_at,1496
497,GHlw6n8z,Rapid,resign,7,Slav Defense: Bonet Gambit,black,42,tensors,1295,blackhat46,1240
498,yLhzi5Dd,Rapid,resign,5,Queen's Pawn Game: Torre Attack,white,63,fabioamsouza,1430,tensors,1302
500,gH21a6oq,Rapid,resign,5,Queen's Gambit Accepted: Old Variation,black,32,tensors,1314,shelob,1270
502,Un8lFrlI,Rapid,resign,7,Queen's Gambit Declined: Modern Variation,black,90,tensors,1321,ivanchenko-andriy,1451
503,xNeUwMhV,Rapid,mate,6,Sicilian Defense: Canal Attack |  Main Line,white,41,yorashi,1300,tensors,1333
504,ckyHRYkd,Rapid,resign,4,Queen's Gambit Refused: Marshall Defense,white,43,tensors,1318,montex,1449
505,qRI4whmd,Rapid,resign,17,Benoni Defense: Classical Variation |  Main Line,black,38,sdw207,1450,tensors,1303
506,fE1B5wMl,Rapid,mate,5,Queen's Gambit Accepted: Old Variation,white,41,tensors,1290,egroka,1367
507,pbX2HMso,Rapid,resign,9,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,black,84,tensors,1300,facuuu,1330
508,TVcCQzD5,Rapid,resign,5,Nimzo-Larsen Attack: Modern Variation #4,black,56,czarek77,1209,tensors,1291
509,KYsVM4yI,Rapid,resign,6,Semi-Slav Defense: Accelerated Move Order,black,30,tensors,1299,fischerfisch,1418
511,5FPLsNja,Rapid,resign,3,King's Pawn Game: Wayward Queen Attack,white,67,spetsnaz_gm,1348,tensors,1308
512,uBwEbVAF,Rapid,resign,5,Queen's Gambit Accepted: Old Variation,black,56,tensors,1318,thinkingmanga63,1366
513,7sZ6ADlB,Rapid,resign,6,Ponziani Opening: Jaenisch Counterattack,white,103,ineedaname,1324,tensors,1329
514,1iCdDMNl,Rapid,mate,5,Queen's Gambit Accepted: Old Variation,black,40,tensors,1345,fran_1991,1187
515,8lPSOnVV,Rapid,resign,5,Queen's Gambit Declined: Queen's Knight Variation,black,52,tensors,1352,gambeet21,1149
516,YQvHXNdq,Rapid,draw,10,Queen's Gambit Declined: Exchange Variation |  Positional Variation,draw,57,tensors,1350,djjohnson,1429
517,BHUzGb7V,Rapid,resign,3,Englund Gambit Declined |  Reversed French,white,23,pearicetea,1403,tensors,1340
518,W3fUpxff,Rapid,mate,5,Queen's Gambit Accepted: Old Variation,white,39,tensors,1322,firstthebest,1072
519,eCQSU6WF,Rapid,resign,4,Queen's Gambit Refused: Albin Countergambit,black,52,tensors,1331,olesam,1382
520,sOofcpg2,Rapid,resign,6,Queen's Gambit Accepted: Rosenthal Variation,white,41,olesam,1373,tensors,1341
521,stoudusq,Rapid,resign,5,Scotch Game,white,33,anotherchessplayer1,1350,baygonv,1265
522,Q8AA3Qby,Rapid,resign,3,Queen's Pawn Game: Chigorin Variation,black,58,aig7,1270,anotherchessplayer1,1299
523,R9lE5mr6,Rapid,mate,4,Scandinavian Defense: Mieses-Kotroc Variation,white,31,anotherchessplayer1,1223,aig7,1282
524,KKoEd9W4,Rapid,resign,8,Four Knights Game: Italian Variation,white,15,eltiago,1289,anotherchessplayer1,1306
525,AFBQ040C,Rapid,resign,6,Italian Game: Hungarian Defense,black,32,blinskey,1007,anotherchessplayer1,1268
526,jRosMYvP,Rapid,resign,5,Center Game,white,45,bassim,1170,hill_j,1179
527,47I7Smmy,Rapid,resign,8,Ruy Lopez: Morphy Defense |  Caro Variation,white,25,stonedragon,1442,hill_j,1183
528,mjeeolDf,Rapid,resign,5,Russian Game: Three Knights Game,white,15,hill_j,1172,piotrpiotr,1170
529,bn6tE2Gy,Rapid,resign,8,Caro-Kann Defense: Classical Variation,black,62,hill_j,1178,armo96,1346
530,SQz0aocr,Rapid,resign,9,Italian Game: Classical Variation |  Center Attack,white,59,beef_cake,1171,hill_j,1190
531,9bpYNzjf,Rapid,resign,10,Ruy Lopez: Morphy Defense |  Neo-Arkhangelsk Variation,white,51,hill_j,1175,justin2718,1329
532,faXIXTIb,Rapid,resign,2,Queen's Pawn Game,black,22,plahbrogan,1273,hill_j,1160
533,BvcCXIJt,Rapid,resign,5,Philidor Defense,white,27,hill_j,1154,arwiz,974
534,FH8TvLSY,Rapid,resign,6,Ruy Lopez: Berlin Defense #2,black,34,hill_j,1167,vwhite,1122
535,99ONvKAR,Rapid,outoftime,10,Ruy Lopez: Morphy Defense |  Graz Variation,white,79,virgil777,1439,hill_j,1171
536,ukTTpK9V,Rapid,resign,9,Italian Game: Classical Variation |  Giuoco Pianissimo,white,73,gabofd,1245,hill_j,1170
537,XwMJo8Hb,Rapid,mate,1,Hungarian Opening,black,74,minigunexplosive,1250,hill_j,1156
538,Wxgi9dv0,Rapid,resign,8,Ruy Lopez: Morphy Defense |  Caro Variation,black,92,hill_j,1164,martan1208,1263
539,zijw7opz,Rapid,resign,5,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,black,26,hill_j,1173,smashtoblack,1251
540,5XspUzEQ,Rapid,mate,6,Giuoco Piano,black,40,tomplfr,1089,hill_j,1165
541,mF8Y8wMD,Rapid,resign,3,King's Pawn Game: Macleod Attack,white,77,plengkung,1278,hill_j,1173
